Görüş,Sentiment_Label
ben kullanmaya başladım. öncelikle sesin berraklığı harika onu söylemeden edemeyeceğim. hoparlorler v küçük yer kaplamıyor yondende iyi. s seviyesi küçük bir oda ideal sinema keyfi beklemeyin. ba leş ondan hayır beklemeyin. bende bilg yanında öyle skype la falan konuşayım oyunda kulaklık takmam almıştım. fiyata bundan iyisi olacağını sanmıyorum. i̇şimi gördü sizde öyle büyük bir beklentide değilseniz alabilirsiniz. yok ben tv sinema keyfi yapacağım diyorsanız paranıza kıymanız gerekecek.,pos
cuma siparis ettik cumartesi ulasti. hizli teslim edildi. tesekkür ederiz,tarafsız
ürün görseldeki güzel bir paketleme gönderme iyiydi 2.günde elimize ulaştı ilk çayımızı demledik fiyatına göre iyi bence.,tarafsız
ürün yeni elime ulaştı. çekim gücü gayet iyi. cok memnunum.,tarafsız
"öncelikle hepsiburada ekibine teşekkür ederim...hemen ürün elime ulaştı.bugün kulanmaya başladım.çok zarif güzel bir ürün.umarım uzun süre gider.yanlız üzerindeki kumaş priltili olduğuna göre ütü yaparken kumaşa geçti.hiç sorun yok.ben zaten üzerini örtmek istiyordum.ve örttüm .siz olun siyah kumaş, pantolon, ütüleme den önce üzerini örtün.başka bir sorun yok bunun dışında.alanlara şimdiden hayırlı olsun.tabi banada??",tarafsız
olumlu yönleri: şimdilik iyi,tarafsız
başka yere gerek yok. satıcı belli ürün belli.,tarafsız
cihazın 1. 2. kademeleri farklı değil. benim çalışma ortamında sıcağa tahammülü olmayanlar küçük masa üstü vantilatörlerle yetinmeyenler tavsiye edebilirim,tarafsız
beğendim emiş gücü kuvvetli,tarafsız
tam istediğim :)tek sefer 4 fincan ☕️ kahve rahatlıkla çıkıyor.bol köpüklü türk kahveniz sizinle buluşmaya hazır.benzerlerine oranla pratik temizliği kolay.,tarafsız
"ürün tasarımı gayet şık kullanışlı. ürüne kötü kötü puan vermemin sebebi, siyah istiyorum beyaz geliyor.",tarafsız
klonlama kingston'un verdiği acronis programına ürünün seri numarasını kabul ettiremedim.bu içime kurt düşürdü onun dışında kendini ispatlamış bir marka.,tarafsız
olumsuz yönleri: kadar suhar çıkartıyorki üstündeki dolabın kaplaması kabarmıy.,tarafsız
"hızlı gönderi,kaliteli ürün, uygun fiyat",tarafsız
"bir kere ısıtıcı radyatörün direk yağla temas edecek haznede olması beni şaşırttı itici geldi.yapı olarak kaliteli imaj cizmedi gözümde,gerçi fiyata ancak kadar.beklentiniz yüksek değilse alın.",tarafsız
"8 ay içerisinde 2 parçası bozuldu. birine 100 diğerine 140 tl ödeyerek almak zorunda kaldım, blenderın motor kart kısmı hariç diğer parçalar garanti kapsamı dışındaymış. ara mart 2019 tarihinde ürünü aldığım fiyat 299 tl idi 2007 yılında yine yılını doldurmadan garanti kapsamına girmeyen arızalardan 3 farklı ütüden sonra bir tefal ürün almayacağıma dair ettiğim yemini acı bir şekilde hatırlamak durumunda kaldım.",tarafsız
ürün gayet sağlam kullanışlı çekişi fazla yanında verdikleri yer başlığı yere yapışıyor almaya değer,tarafsız
kargo söylenen günde geldi. getiren uğur yetkili servisi olması işin güzel tarafı oldu. direk kurulum yapıldı. i̇nş memnun kalırız,tarafsız
şık bir ürün,tarafsız
kolay kurulumalt iskeleti tamamladıktan sonra bezi geçirdiküst isketin tavan çerçevesini kurupdikmelerle alt iskelete monte ettik,tarafsız
dezavantajlar : uzun pişirme süresi<br />kesinlikle memnun değilim. pişirme süresi oldukça uzun. tavuğu pişirmek saatler sürebiliyor. kimseye tavsiye etmem. iki katlı olduğuna aldanmayın iki farklı tepsiyi aynı anda pişirebilmesi imkansız. ben bir tepsiyi zamanında pişirsin yeter diyorum. bakalım ay elektrik faturam kadar gelecek?,tarafsız
evet ürün anlatıldığı gibiydi. gayet memnunum almak isteyen herkese tavsiye ederim. ben işyerimde kullanıyorum. evde rahatlıkla kullanılabileceğini düşünüyorum.,tarafsız
ramazan ayından önce almak istedim mağazada pahalı olduğu burada com dan aldım kullanıyorum memnunum suyu biraz erken biityorbuna biraz dikkat edilmeli,tarafsız
fiyata göre çekim gücü iyi,tarafsız
ürün sesli çalışıyor.geçenin sessizliğinde evde uğultu rüzgar tıslaması yapıyor.,tarafsız
"görüntü sizi aldatmasın. küçük hoparlör bunlar. sesi, kalitesi güzel fiyat olarak yüksek.",tarafsız
anda değerlendiremem,tarafsız
"ürünü bi̇lmem ara kargo eve bi̇le gelmeden ''geldi̇k bulamadik '' mesaji yollayabi̇lecek kadar pervasiz rahatlar..hizli gönderi̇ ,bugün karkoda laflarina i̇nanmayin hele ara kargoysa ....",tarafsız
ürünü hediye aldım teslimat hızlı kullanan kişiler memnunlarda,tarafsız
resim yok malesef,tarafsız
ürünü 1 gün kullandım 2.gün zaman düğmesi arıza yaptı an serviste tamirde bekliyoruz,tarafsız
ürün fiyatıyla kalitesiyle süper,tarafsız
çabuk bozuluyor!,tarafsız
4 ayda dokunmatigi bozuldu maleasef,tarafsız
cok kaliteli istediginiz herşeyi kısa sürede yapıyor,tarafsız
i̇şe yarıyor,tarafsız
ofiste kullanacağımızdan fiyatı makul bir ürün olduğu tercih ettik. ancak sesli çalışıyor. evde kullanacaklar konuyu düşünmelidir.,tarafsız
denedim bide çay demledim gayet iyi.,tarafsız
hic begenmedım kullanmadım cızıkler varsa eminşmki calısmasıda sıkıntılıdır,tarafsız
mükemmel bir ürün memnunum 2017 almıştım. bir adet almayı düşünüyorum hediye olarak ancak fiyatlar artmış. tavsiye ederim.,tarafsız
alacak olanlara tavsiye etmiyorum kesinlikle ben aldım bence almayın kücük örnek olarak bardaklarından bile sikayet edersiniz...,tarafsız
berbat bir makina sürekli kazanın altına çamaşır yutuyor tam bi rezillik bir sene önce garantisi bitti resistansin içine çorap kaçmıştı 240 tl masraf ettim sonra koca havlu kaçmış on lastiğini değiştirdi servis 330 tl şimdi yine aynı sorun yaptirmiyacagim artik kesinlikle berbat cihaz,tarafsız
i̇yade sürecinde sorun çıkarmayan trent yol ailesine teşekkür ediyorum ..,tarafsız
ürün görseli beyaz belirtildigi gibu gri geldi. teşekkurler,tarafsız
olumlu yönleri: son derece güzel,tarafsız
makineyi yeni aldım kullanma kkavuzu türkçe değil türkiyede satış yapılıyo türkçe kulanma klavuzuda türkçe olması mantıklı olurdu,tarafsız
olumlu yönleri: superrrr,tarafsız
"olumlu yönleri: eski bir model olduğunun farkındayım fiyatını kadar uygun görünce indirimde dayanamadım aldım. sesi tahmin edersiniz yüksek eski makinelerin çekim gücü gerçekmiş eskiden sanırım eski tip ağızlıklarından dolayı deliği kocaman olduğu tozu saçı şeyi yutuyor. memnunum, karlı bir alım işlemiydi.",tarafsız
"performans olarak oldukça zayıf bir hdd. sesli çalışıyor, veri okurken takılmaları var, bozulmak üzere olan harddiskimden 1 tık iyi kondüsyonda.. fiyatı uygun olduğu tercih ettim üzülerek söylüyorum beklentimi karşılamadı..",tarafsız
kokusu güzel saç taranırken yardımcı olan bir sprey parlaklık ta veriyor banyo yapmamış olsam bile saçıma sıktıktan sonra taradığımda saçım hoş oluyor onarıcı etkisi hakkında yorum yapmak henüz erken,tarafsız
simfer m3426 fırınım tek taraflı iki taraflı açıldığında alt rezistans üst rezistans kadar ısınmıyor ilk aldığımda sorunu yaşatmıyordu ancak an yaşatıyor haziranın son haftasında alınmıştı rezistansın alt tarafının arka kısmı ısınıyor kırmızılaşıyor ancak ön kısmı kırmızılaşmıyor işığı sürekli kapanıp duruyor,tarafsız
fiyatına göre güzel bir cihaz.tavsiye ederim.,tarafsız
kötüüüüü,tarafsız
10 yıldır kullanıyorum bozulmadı çizilmedi akıtmadı tavsiye ederim. homend çaycı hediye geldi 2 servise gitti 3 ay içinde.,tarafsız
c sınıfı enerjili,tarafsız
ürün süper özellikle tavsiye ederim,tarafsız
ürün hızlı geldi üründen memnun kaldım,tarafsız
ürün kullanışlı değil.çok sıcaklarda işe yaramaz.paranıza kıyıp klima alın iri.malzeme kalitesi felaket,tarafsız
denedim çalışıyor kışın karar vereceğim olduğuna,tarafsız
kullanılan malzeme kötü ince.anahtardan açıldığında aktif olduğunu gösteren bir ışık yok.27 yıldır aynı markanın bir başka modelini kullandığım memnun olduğum markayı seçmiştim.seçimim isabetli olmamış...,tarafsız
umduğumdanda güzel kaliteli herkese tavsiye ederim,tarafsız
"ürünün kendisinde sıkıntı yok ancak kendi paketinin, kargo paketinin üzerinde kan izine benzer izlerle geldi. neden?",tarafsız
teslimatta bir sorun yaşamadım. fakat henüz kullanmadım yorumlara göre iyi bir fırın aldım umarım memnun kalırım. görüntü olarak ebatı kibar kaba değil,tarafsız
1 gün gecikmeli gelmesine rağmen buna değdiğine inanıyorum. anneme hediye olarak almıştım memnun kaldı. alacaklara tavsiye ederim kullanışlı hoş bir ürün gerçekten.,tarafsız
cok beyendim insallah sonradan kendini bozmaz simdilik cok guzel,tarafsız
ürünün sesinde kalitesinde bir sıkıntı yok ancak kablosu gerçekten kısa yorumu kafama göre yapmıyorum. 4-5 çeşit kulaklıkla kıyasladım. kablo uzunluğu benim açımdan önemli bir konu. özellikle uzun boylu arkadaşlar alırken bir düşünsün :),pos
online toplantılarda migrostan aldığım 12 liralık mikrofonlu kulaklıktan başarısız olan ürün. dünya para verip toplantılarda sesin gelmiyor geliyor lafları duymak oldukça kötü oldu. asla önermiyorum.,tarafsız
ürün güzel...ama fatura göndermedi̇ler...,tarafsız
ürünü yaklaşık 1 ayıdır kullanıyorum. wifi çekim gücü gerçekten vasat arada duvar olan yan odada dahi hız epey düşüyor aynı odada olsanız dahi modeme 2 den fazla cihaz bağlanınca yine hız acayip düşüyor. ben memnun kalmadım fiyatıda olmadığı tavsiye etmiyorum,tarafsız
1 hafta kullandik su kaynayinca otomatik kapama bozuldu.simdi servisle ugras berbat bir urun tavsiye etmem.,tarafsız
24 saat dolmadan ürünü teslim ettiler. hız böyle 😀 çekiş gücü fiyata göre gayet iyi.. bekarsanız küçük evde yaşıyorsanız tam size göre..,tarafsız
üründen fazla bir işlem beklemedim sadece küçük çapta işler ideal,pos
ebati yazilmis olsa idi büyügünü alabirdim...,tarafsız
hızlı geldi satıcı mi ilgili servis kaydını hızla hallettiler güzel,tarafsız
"ürünü farkli bi̇r teknoloji̇ mağzasindan aldim. 3 ay i̇çi̇nde şarj olmama sorunu başladi yuvasina bi̇r türlü oturmuyor, 3-5 kere tak çikar yapa yapa şarj işiğini yakabi̇li̇yoruz. ben uygun fi̇yata i̇ndi̇ri̇mli̇ olarak almiştim. öneri̇rmi̇si̇ni̇z di̇ye sorarsaniz çeki̇m kuvvet i̇çi̇n gündeli̇kte yeterli̇, ben bi̇daha markanin ürününü almam!",tarafsız
"olumlu yönleri: olumlu bir taraf göremedim maalesef satıcıya teşekkürler olumsuz yönleri: bıçağı adi,ilk kullanımda dişler eridi,motor kısmı cama sabit otumadığı öğütmek resmen işkenceye dönüşüyor.paranız çöpe gider...",tarafsız
olumlu yönleri: telefon gayet hızlı. ekran kalitesi iyi. plastik çerçevesi var. olumsuz yönleri: sadece kamera kalitesini beğenmedim. sadece matematiksel olarak evet 64 megapiksel. xiaomi'nin kamerası 2500 iso değeri var. kaç sene önceden aldığım sony xz'nin 3200 iso değeri var. kadar fark olmamalı. ayrıca televizyonda sony xz note 8 pro çektiğim fotoğrafları kıyasladım. sony xz'nin kamerasından iyi değil. ayrıca kasası plastik maalesef.,tarafsız
"24 saat dolmadan kargo elime ulaştı, mürdüm rengini sipariş vermiştim süpppper güzel bir renk tavsiye ederim. ayrıca 3 yıl + 1 yıl garanti olarak toplam 4 yıl garantili bir ürün.",tarafsız
alırken cok tereddüt ettim fiyatına göre güzel bir ürün,tarafsız
urun fiyatina gore cok iyi kisa surede geldi servisi ayni gun geldi kurdu tek sikintisi sadece biraz yikandiktan sonra hafif sulu birakiyor gerisi super .,pos
bıçak eksik geldi ancak firma sonradan ücretsiz şekilde bıçağı tarafıma yolladı teşekkürler,tarafsız
ürünü 2 gündür kullanıyorum aşırı derece yağlı bir ürün yüzü parlatıyor cilt tarafından kolay emilmiyor nivea el kremi bir kokusu kıvamı var işe yarar bilmiyorum gözenekleri mi şimdiden arttırdığını hissediyorum. memnun kalmadım.,tarafsız
"hızlı kargo, iyi paketlenmiş ürün",tarafsız
"fiyat performans ürünü, iyi",tarafsız
üzücü 1 ay gecmeden bozuldu,tarafsız
ürün 3 parça halinde geldi 2 parcada sıkıntı yok bir parca birbiri uyumlu degil başlık kısmı oturmuyor ben değiştirme geregi duymadım iyi bişey bakabiliyosaniz bakin,tarafsız
bir yol oldu alalı gerçekten kaliteli,tarafsız
ürün güzel memnun kaldık tafsiye ederim,tarafsız
i̇ş görüyor,tarafsız
"elektrik dalgalanmasından dolayı ana kart yanmış 740 tl hesap çıkardılar durumlar normalmiş yanabilirmiş hesabı müşteri öder dediler 2 ay oldu takılalı 2 ayda bir ana kart yanacaksa vay halimize eca nın soygun şeklide harika bari kombiyi bedava verinde 2 ayda bir 740, 740 yolmaya devam edin kazanırsınız tam bir rezillik",tarafsız
"fiyat performans oranı iyi, fiyatda kesinlikle tavsiye ederim",tarafsız
kargo şirketi çalışanları berbat güleryüz yok zorla getirtmişim davranıyorlar aldığım üründe paramparça olarak geldi alırken 100 düşünün,tarafsız
çeyizime aldım bayıldım plakalarının cıkması cok ho :),pos
ürünün emiş gücü zayıf 👎🏻,tarafsız
ürün güzel fakat belirli kesim üst düzey telefonlar etkili çalışıyor orta seviye telefonumda performansı vasat. ürün tam f/p ürünü. i̇phone 6 samsung s6 üzeri telefonu olanlar gözü kapalı alabilir benim huawei p9 lite 2017 beklediğim performansı alamadım.,tarafsız
kullanışlı. sağlam. görüntüsünden sağlam bir ürün bekliyordum. kol aparatı biraz zor çıkıyor sorun yaratmıyor.,tarafsız
ürün s yapıyor,tarafsız
"vestel'in kendi sitesinden pazartesi sipariş ettik perşembe günü hemen geldi. servisten servis personelinin ilgisi alakası güzeldi. ürünün performansından memnunuz, herkese tavsiye ederim.",tarafsız
gayet iyi. i̇ç kısmı kolay çıkıyor temizliği rahat,tarafsız
ürün kalitesiz görünüyor. çekim kuvveti düşük. i̇ade etmek zorunda kaldım.,tarafsız
ürünün kılıfı plastik micro sd adaptörleri çabuk kırılabilir. 256 gb veri yükledikten sonra kimse kırılmasını istemez kılıfı metal olmalıydı. konu ilgili bir açıklamanın olmaması olumsuz.,tarafsız
arkdaşlar ben yandim yanmayın 19 metre kareyi sogutur dediler sogutmuyor surekli calışiyor sogutmuyor 12lik kilima sogutur dediler sogutmuyor 18lik kilima istedim kolandiniz dediler deyistirmediler bir hayata arcelikte bir sey almam,tarafsız
türkçe dil diğer dil desteği olmaması kötü.,tarafsız
süpürge çekişi azaldı diyenler,tarafsız
gelir gelmez hemen denedik gayet güzel. araştırdım kargolaması biraz geç fakat hesaplı firmada buldu.,tarafsız
kullanışlı küçük harika bi makina 🙏,tarafsız
"ürün ucuz amazzondan alınabiliyordu. iphone 7 kalitesine söylenecek söz yok. i̇lk şarj süresi 2 saatten fazlaydı, normal mi bilemedim?",tarafsız
tam istediğim mağaza ilgiliydi teşekkür ediyorum,tarafsız
süper ötesiii,tarafsız
güzelde çekişi olsun turbosu olsun su çalışması alerjiyede güzelde bana gelen üründe makineye bağlanması gereken kablo tam oturmuyor bantlan hallettim böyle olsun para veriyoruz genel olarak güzel biraz ağır bir olsa yine alırım,tarafsız
gönderdiğiniz ürün kargonuz cok guzel.sizlere çalışanlariniza teşekkür ederim..,tarafsız
rengi kendisine mükemmel,tarafsız
kaliteli güzel nir ürün,tarafsız
yorumlara güvenerek aldım ürün fena değil çalışırken çıkardgi s tam bir hayal kırıklığı,tarafsız
olumlu yönleri: kargo geç geldi,tarafsız
cok ıyı utu yapıyor,tarafsız
ürün iş görür sıkıntı çıkarmadı hala,tarafsız
güzel bir ürün kömür tadında olmasada evde ızgaranın tadına varıyorsunuz. tavsiye ederim,tarafsız
motor emiş gücü performans önceliği almıştım. halıda sert zeminler güçlü rahat kullanıyorum. yormuyor sürüşü rahat. kablo uzunluğu bir odadan bir odaya geçerken kablo çıkartmanın önüne geçiyor. büyük konfor.,tarafsız
aynısını arkadaşım kullanıyor güzel börekler kekler poğaçalar pişiriyor. biraz indirime girmesini beklemek sanırım iyi olacak. luxell fırın konusunda gerçekten harika. bekleyip görcez. ürünü bizlerle buluşturan teknosaya teşekkürler..,tarafsız
buradanın güvenlirliğine inanıp abimlere aldım tepsiler küçük çıktı dışında ezik olarak geldi abimlere kepaze oldum anlıycanız iadeye yolladım sonucunu bekliyorum..,tarafsız
arkadaşlar ürünü aldım kargosu oldukça hızlı fakat ense traşı bile yapmıyor yüzden ucuzluğuna aldanmayın iyi bir marka alın derim kullanamayıp elinizde kalır,tarafsız
"arkadaşlar ürün biraz dandik olduğunu belirtiyim ısınıyor, ayrıca priz fişi kısa fişe takmanız bir üçlü fiş gerekiyor.",tarafsız
süpürge başlığı halıda gücünü azaltsakta ilerlemiyor herhalde başlıktaki fırça tam anlamıyla geriye gitmiyor halıya takılıyor yardımcı olurmusunuz,tarafsız
ürün görselde anlatıldığı eksiksiz sorunsuz geldi. pazartesi sipariş verdim çarşamba günü ürün teslim edildi kurulumu yapıldı. ürün kargoya verildikten sonra nermin hanım arayıp bilgilendirdi. kendisine ilgisinden dolayı teşekkür ederim. gönül rahatlığıyla alabilirsiniz. ben memnun kaldım inşallah sizlerde kalırsınız.,tarafsız
ürün kesinlikle 5 kere şarj felan etmi̇yor. bende iphone 7 var 3 kere şarj etse şükür,tarafsız
zamaninda ürünü getirdiler montaj ücretsiz olarak servis tarafından yapildı şimdilik bir problem yok teşekkürler,neg
hızlı gönderi aldıgım ürün 13 günde elime ulaştı..15 yıldır bilgisayar kullanıyorum aldıgım kötü bilgisayar..calısmaya basladıktan sonra mousepad space arası asırı ısınıyor..tarayıcıda aynı anda iki sekme actıgınız zaman bir kac saniye beklemeniz lazım.bunların yanısıra ssd kullanmasına rağmen makine cok yavas acılıp kapanıyor.tek artısı sessiz olması.ürünün kasası plastik kesinlikle f/p ürünü olarakta düşünmeyin.amd masaüstünde iyi performansı var dizüstü gercekten yetersiz.en kötü intel bile amd den iyi bence.,tarafsız
kullanışlı bir ürün tavsiye ediyorum,tarafsız
ürün tarafıma ulaştı kapalı fatura yok faturanın olmadıgını i̇zah ederseniz sevinirim,tarafsız
"güzel fiyat performans telefonu,türkiye şartlarında paranızın karsılığını veriyor",tarafsız
ürünü beğendim şuan sıkıntı yok,tarafsız
"kesinlikle kullanışlı, tavsiye ederim..",tarafsız
kargoda biraz sıkıntı oldu ürün iyi...;),tarafsız
fiyatına göre iyi,tarafsız
ürünün garanti belgesi kutu içinden yırtık çıktı onun haricinde mağazaya telefonla ulaşabiliyorsunuz..,tarafsız
ilk kullanımda arıza verdi teknik servise göndermek zorunda kaldık. şuan sorun yok,tarafsız
"kargo son derece hızlıydı özenle paketlenmişti. ürüne gelirsek... arzum'un dikey elektrikli süpürgesi, bekarlar öğrenci evinde kalanlar kimseler oldukça iyi. çekiş emiş gücü hayli fazla. ancak bebekli, evcil hayvanlı çocuklu bir evdeyseniz, aileseyseniz, elbette ürün yetmeyecek fazla iş görmeyecektir. ürün çalıştığı esnada sesli, tabii gücünden kaynaklanıyor. bir de, motordan kaynaklanan sıcak hava üflemesi fazla. tabii yine gücüyle ilgili.",tarafsız
ürünü geçen sene aldım. gerçekten fiyata gayet iyiymiş. ürünü halen kullanıyorum.,tarafsız
fazla s çıkarıyor biraz kaba görünüyor.,tarafsız
"ürün şimdi elime geçti. açtım monte etmeye çalıştım. ancak, vidalar metal gövde parçalardaki delikler birbirleriyle uyumsuz. nedenle monte edemedim. özensiz dikkatsiz bir şekilde ürün yapılmış. ürün basit aslında, fazla bir istediğimiz yok delikleri delmek ustalık gerektiren bir değil. biraz özenle yapılabilirmiş.",tarafsız
"annem satın aldık gayet güzel beklentilerimizi karşıladı. görüntü kalitesi iyi ekran kalın değil yüzden cam ekran koruyucu aldık. tasarımı şık. fiyata alınabilecek iyi telefon bence. kargo hızlı geldi, teşekkür ederiz.",tarafsız
"cok memnunum, gorunusu cok guzel kullanisi oyle. cayi guzel demliyor, iyi almisim",tarafsız
"satıcı gayet özenli güzel paketlenmiş belli ucuz erin suyu kara, next nextstar bir evime giremez, sürekli donuyor fişi söküp takmak zorundasınız. ip tv kesinlikle almayın, pişman olursunuz.",tarafsız
ürün gayet güzel,tarafsız
"ürün genel olarak güzel, memnunuz ancak ürün açıklamasında ""çay filtresi var"" yazmasına rağmen içinden çay filtresi çıkmadı. lütfen açıklamayı düzeltin çay filtresi gönderin!",tarafsız
"webdenal gayet hızlı şekilde, sorunsuz ürünü gönderdi. webdenal'ın değil logitech'in bir problemi var, almayı düşünenler buraya yazmak istedim: modelde normalde başparmak altında bir buton vardı, fakat logitech model, seri vs. değişikliği yapmadan, bunun duyurusunu yapmadan butonu kaldırmış mouse'tan. benim büyük hayal kırıklığı oldu.",tarafsız
urun elimize 2 gün içinde geçti hatta sistemde hala gönderiliyor diyor;)annem.begenmis henüz kullanmadı ama.guzel.urun inslah saglamligiyla performansiyla memnun kalırız,tarafsız
"kargo hızlı, paketlenmesi güzel, ürün kaliteli. .",tarafsız
ürün kalıteli duruyor cabuk soğutuyor.kargo ambalaj sıfır.daha kalıtelı sağlam görünüş olabilir di ürün korkmaza olmamıs duruş. genede tşk ederiz göndericiye.,tarafsız
kaliteli ağır büyük kararsızım iade etmekle etmemek arasında.,tarafsız
iti fiyat perf olarak,tarafsız
urun guzel,tarafsız
göründüğü güzel kullanışlı kargoda sıkıntı yok tşklr,tarafsız
kırk yılda bir küçük şeyler kullanacaksanız fiyatı bakımından tercih edilebilir. özellikle kurabiye ekmek hamuru kıvamlı hamurları karıştırırken makinenin bütün parçaları kırılacak yerinden oynuyor. kek hamuru kremalar kullanılabilir.,tarafsız
"henuz kullanmadik, çeyiz hediyesi güzel duruyor",tarafsız
yaklaşık 1 hafta oldum alalı kutusunu attığım iade yapamıyorum mikrofonu kötü arkada fazla gürültü cızırtı var tavsiye etmem almayın 15 20 lira verin iyisini alın,tarafsız
bende arastirma asamasindayim.izgarada olmasi iyi gorunuyor.ama temizligi nasil,tarafsız
sessiz çalışıyor harika sıkıyor neredeyse kupkuru çıkıyor,tarafsız
bir oda diğer tarafta çekmiyor. ayrıca inanılmaz ısınıyor ince bir s çıkararak çalışıyor. ben kullandım alacak olanlar bunları göz önünde bulundurursa iyi olur. iyi alışverişler dilerim. harikasın hepsiburada...,tarafsız
hayır arzalı urun gondermısler,tarafsız
next kalitesine guvenerek aldim. sd yayinlar kotu. hd tayinlar iyi. tv radyoda donma oluyor. 2/3 sn sonra açılıyor. tavsiye etmiyorum.,tarafsız
demlik içindeki su sıcak kalamadığı çayın tadına pek varılamıyor eeeh işte idare eder diyebilirim sadece,tarafsız
olumsuz yönleri: ürün kutusu içinde sallanıyor üründe kırık var.,tarafsız
salı teslim edilecek derken p.tesi getirdiler güzel bir ticaret anlayışı var affetmeyin alın.,tarafsız
kullanışlı gerekli değil,tarafsız
"modelini, hafifliğini, çekim gücünü beğenerek aldım gerçekten pişman oldum. i̇lk zamanlarda bi sorun yoktu. kullandıkça sap kısmı beşik sallanmaya başladı. sap kısmındaki uzatma-kısaltma sistemi zaman tutmuyor. boyasında basit çarpmalarda hemen çizilmeler oldu. kesinlikle tavsiye etmiyorum. kullanışımda verdiğim paraya acıyorum. tasarım uzman ekibine güzel şeyler(!) söylemiyorum. böyle bir ürün kalitesini böyle bir markaya yakıştıramadım. kadar bir yıldız vermeye bile değmez. kesinlikle kesinlikle almayin!..",tarafsız
renk aynımtonda gekmedı,tarafsız
kaliteli guzel paketleme kargoda gayet hızlıydı teşekürler,tarafsız
"oldukça başarılı. ütüyü yerine koyunca biraz tedirgin oluyorum, düşecekmiş gibi. alışacağım herhalde",tarafsız
malzeme kalitesi zayıf. i̇çinin teli kullanışlı görünmüyor. önce başka bir markayı 10 yıl kullandım. hala çalışıyor yağdan biraz hijyeni bozulmuştur değiştirmek istemiştim. neyse kullanıp görücez bakalım,tarafsız
ürün fiyatına göre iyi şirket ilgili isteryon die şirketten derindondurucu aldım 1 ayda anca geldi üründen memnun kalmadım şirket ilgisizdi firmayı öneririm hızlı kargo ilgi şirkete gerçekten tşk,neg
arkadaşlar işlemci anakart ekran kartı bunlar 2013 te çıkmış eski iyi performans alamazsınız,tarafsız
"ürün parça kalitesi olarak tatminkar fakat montajıni 4 adet vida yapmanıza rağmen vidaların bulunduğu yere el, tornavida sokmak mümkün. yardım aldığım halde 4 vidayi takabilmem yaklaşık 3 saatimi aldı. kendiniz monte etmeyecekseniz düşünülebilir.",tarafsız
mükemmel,tarafsız
gercekten güzel ürün,tarafsız
arkadaşlarla bir pubg grubumuz var zaman giremesem belirli günlerde oyunun tadını alabilmek adına telefon kasma yapmıyor iyiki seçmişim dokunmatik oyunda hassastır bilirsiniz hoparlör bence biraz iyi olsaydı tadından yenmezdi yine iyi.,tarafsız
memnunum supurgemden herkese tavsiye ederim iyi çekiyor temizliyor yorucu değil temizlemesi kolay,tarafsız
çekim gücü iyi hafif kullanışlı,tarafsız
s seviyesi pek beklediğim çıkmadı idare eder,tarafsız
henüz denemedim,tarafsız
afyonkarahisar soguk bir ilde eksi̇ (5 ) derece sogukta 10 gün kadar evde kullandım gayet iyi sabaha kadar odayı aynı sıcaklıkta gördügü yeri ısıtıyor 3 gündür iş yerinde kullanıyorum dedigim gördügü yeri ısıtıyor bir nevus güneş 2 metre ilerisine oturdugunuz zaman yüzünüzü vicudunuzu ısıtıyor ayaklarınız ısınmıyor iyi tarafı eski ufo lar termostat attıgı zaman kendini kapatmıyor ısı ayarını kısıyor elektirik sarfiyatı belli degil,tarafsız
hepsiburadadan aldigin urunlerden ilk kötü bir urun geldi tavsiye etmiyorum arkadaslar kesmiyor aşırı sesi war..,tarafsız
biraz gürültülü bir alet.,tarafsız
"şarjı ekran büyüklüğü iyi, hafıza orta karar, kamera vasat, dahili pusulası yok.",tarafsız
"urun guzel resimdeki gibi. ucretsiz montaj denilmis. yalan. servis 50 tl montaj ucreti aldi. boruyu degistirdiler ocakla birlikte dirsek gelmesi gerekiyormus. gelmedi. dirsek, boru montaj 175 tl eksta ucret alindi.",tarafsız
kesinlikle tavsiye etmiyorum. maşzeme kalibresiz. paketleme özensiz. üstelik söz verildiği gün teslim edilmedi. cok pişman oldum yeminle keşke almasaydık. kesinlikle almayın.,tarafsız
fiyat performans açısından değerlendirecek olursak verilen kuruşu hak ediyor. emsallerinden sessiz güçlü. gönül rahatlığı alınabilecek bir ürün,pos
olumsuz yönleri: ürün calismiyordu tamamen hayal kırıklığı,tarafsız
ürün sesi fiyatına boyuna göre iyi fakat tuşları baya dandik kanal aramada sıkıntılı bidaha alırmıyım ? almam,tarafsız
urun güzel ancak soğanları istediğim kıymıyor bosch almadığına pişmanım eminim bosch alacağım al sana ikinci masraf,tarafsız
"beyaz sipariş ettim renk olarak kırmızı geldi hafif bir kokusu var evet çalışması iyi, iade etmedim keşke renklere dikkat edilseydi",tarafsız
süper çekiö gücü sessizlik,tarafsız
kullanmadim,tarafsız
gücü kendine yetmeyen bir makine.. özellikle çırpma teli kötü,tarafsız
fiyat/performans olarak ideal,pos
makina güzel halıda kaymıyor.,tarafsız
güç düğmesi sert kullanımı biraz zor,tarafsız
ürünün dolum süresi felaket. 8-9 saat arası anca sarj oluyor.telefonu sarj etme hızı bir powerbanke göre normal hızlı yavaş.tasarımı güzel şık ince.,tarafsız
fazla parçasi var kadar beklemi̇yordum.,tarafsız
iyi,tarafsız
