Phrase,Label
arkadaslar en buyuk eksikligi turkce dil destegi yok arayuz tamamen ingilizce ve bu kurulum disinda diger vaad edilen ayarlari yapmanizda sikinti yaratiyor  tabiingilizceniz iyi degilse  sinyal seviyesine gelince  ghz de ben istedigim verimi alamadim eski modemle ayni  ghz i denemedim benim hayalkirikligim turkce dildestegi olmamasi,Tarafsız
"Makine iyi hos da kullanim klavuzu yetersiz tarif kitabi yok Yogurt
yapacaksin mesela kaynamis sut mu yoksa soguk sut mu koyacaksin belli
degil kizartma yapacaksin fritoz gibi full yag mi koyacaksin yoksa az
yag ile firin gibi mi kizartacaksin belli degil Bu  modelinin net
de tarif videosu ve klavuzu da yok Deneme yanilma yontemiyle cok
malzeme ziyan olacak belli ki",Tarafsız
siparisimde stand gelmedi hem resimlerde hem de aciklamalarda olmasina karsin paket icerigi eksikti siteye mesajla bildirdim ancak herhangi bir yanit verilmedi,Tarafsız
urunu sac icin degilde vucut killarinda kullanmak icin almistim ama hassas bolgelerde ve  koltuk altinda alet resmen cildi tahris ediyor kesinlikle kullanilmaz bu niyetle almayi dusunen varsa aman Sac icin bilmem birde makine cok gurultulu,Olumsuz
"Iade etmemek icin uzun uzun ugastilar sonunda da red ettiler Paranizla
rezil olmayin Benim paramin hayrini gormesinler hakkimi helal etmiyorum",Olumsuz
"guzel olan tek sey paketleme ayak hem eski kullanilmista olabilir
hemde hic saglam degil acil lazim oldugu icin depistirmekle hic ugarasamicam",Olumsuz
ilgili satici hizli gonderi,Olumlu
Urun guzel Tavsiyeederim,Olumlu
Henuz kurulum yapmadim,Olumsuz
 para etmez kulaklik ses cok az geliyor oyunlarda ses kasma diye bi durum yok,Olumsuz
Urun su akitiyor,Olumsuz
gayet yeterli  cekisi cok guzel  kesinlikle tavsiye edilir,Olumlu
zamaninda teslimat,Olumlu
tat ve kokusu iyi efsane cuma indirimiyle kacirilmayacak firsatti tesekkurler hepsiburada,Tarafsız
"Olumlu yonleri  KADEMEDE SERINLETMESI FENA DEGIL

Olumsuz yonleri  VE  KADEMEDE SERINLETME ZAYIF SAGA SOLO DONUSLERDE SES YAPIYOR",Tarafsız
Cok iyi kesinlikle tavsiye ederim ve en uygun fiyat,Olumlu
"Bu yorumu dikkate almaniz cok iyi olur taraf tutulmayan bir yorumdur
bu Urun tanitildigi gibi stereo hd ses guzeldi gercekten dusuk sarj
olunca sesi yuksek acmayin cizirtili oluyor  Telefondan sarj durumuna
bakabiliyor sunuz Surat kargo savar tipi  metre  patpatli laylon ile
sarilmisti  saglam ulasti elime  ama faturanin konuldugu kisim nedense
yirtilmis biraz kargodan dolayi Parmak izi tutmuyor kendiliginden
geciyor   saat surede  den  a dustu sarji  ses duzeyinde
Gorunumu hos ve muzik ile video arasi senkronizasyon  e  esit gecikme
yok Sizi sikintiya sokucak buyuk bir sorun var sarj soketleri vesaire
hepsi asiri siki muhtemelen bir gun kirabilir siniz istemeden  ozenli
sarja takmakda fayda var Urun  sarj ile geldi sarji dolunca isigi
sonmedi  kullanim kilavuzunda sonmesi gerektigi yaziyor radyo modunu hic
denemedim  Denemekde istemedim belirtildigi gibi sarj kablosu ve aux
kablosu icindeydi ses kalitesi cok hosuma gitti  bas hic yok  bilginize
Urun kg agirliginda  kosesindeki kirmizi yerler tam siki degil ama
acilmasi muhtemel degil",Tarafsız
Urunu aldiktan bir gun sonra kargoya verildi ancak horoz lojistik deposunda  gun bekletti urun daha gelmedi bir hafta oluyor alacak olanlar ona gore kargo durumunu gozden gecirip oyle alsin ben magdur oldum siz magdur olmayin Horoz lojistik durumundan dolayi kargo bir yildizi hak ediyor,Olumsuz
Mikrofon yok ses ayar secenegi yok ortalama  ay arasinda calisiyor Daha once de aldim ekonomik oldugu icin tekrar aldim ,Tarafsız
ben de  aydir kullaniyorum  Fiyatina gore cok iyi Samsung ve Apple yerine alinabilir,Olumlu
servis montaj icin  tl istiyor,Olumsuz
Urunu begendim aciklamalarda belirtilenin aynisi geldi,Olumlu
Abartildigi kadar degil cok kucuk,Olumsuz
paranizi cope atmayin gereksiz bir  bir urun sarji hemen bitiyor,Olumsuz
goruntu cok sikgayet kopuklu kahve pisiriyorcok da guzelbazilari kahveyi suyu sen koyuyorsun demis ama daha ne yapmak lazimrobot degil yabeklentiyi karsiliyor tavsiye ederim,Olumlu
biraz fazla gurultulu  dusuk fan ayari yok,Tarafsız
Urun zamaninda elime uLasti yanliz koli deforme olmus urun az hasar almis,Tarafsız
Urun cok guzel tavsiye ederim,Olumsuz
Fiyati parasi olmayanlar icin alinabilecek bir bilgisayar Ben aldim  Gun ekran cizik cizik oldu ve sn Debir restart yapmaya basladi Urunu ucretsiz kargo ile gonderdim ram degiserek geldi simdilik bir sikinti yok bakalim,Tarafsız
uygun fiyat urun cok adi maalesef,Olumsuz
 Yillik Bilgisayar programcisi ve Oyuncu olarak soyleyebilirim ki elimde  mouse var bu mouse u padi icin almistim oyle de oldu  bosta yatiyor Kaliteli mouse kullanmissaniz Cihaz Cok yavasdpi kirip atasiniz geliyor parmaklar icin klavuz resting house yapmislar fakat benim elime gore degilkimin eline gore  bu tarz sabit klavuzlar zaten kaliteli mouselarda olmaz Bu fiyat civarindaydi Gigabyte M modeli bu mousetan  kat hizli mousepadi de arkadasima hediye ettigim icin bisey diyemiyecegim kalitesi hakkinda En nihayetinde hic mouseum olmasa ve butcem  tl olsa yine de sansimi baska mouselarda denemek isterim bu mouse u almam,Olumsuz
alali  yil anca oldu sanirim   ay sonra calisirken cok ses yapmaya basladi bugun bozuldu daha fazla verin iyisini alin,Olumsuz
motoru cekmesi guzel ama dis malzemesi oldukca kalitesiz birdaha kesinlikle almanizi tavsiye etmem,Olumsuz
Urun guzel ama kirik gonderiyorlar,Olumsuz
Anlatildigi gibi Sorun yok Ancak Iphone girisi de olsa daha iyi olurdu,Tarafsız
"Evideadan ilk alisverisim sanirim Temzi calismalari cok hosuma gitti Tekrar alisveris yapacagima emnim Ancak izgara fiyatina gore guzel olsa da hemen eksilerini artilarini yazayim alacak olanlara yardimci olsun

Orta kismi yatay olarak cok isiniyor ancak alt ve ustler ortasi gibi degil baya soguk kaliyor Sola dogru sicaklik dusuyor 

Urun kesinlikle tek parca Ayrilabilen tek parca kablosu Tepsisi falan tamamen govdeye vidali Acilmiyor Ben o kismin ayrilip bulasik makinesinde yikanabilecegini dusunmustum

Yag alan kisim ufak bir parca plastik Altina koymaniz ve sabit tutmaniz gerekiyor Urune butun bir parca degil 

Artilarina gelirsek 

Kesinlikle buyuk Bu fiyata bu boyutta zor

Evime cikarirken kutusu alttan acildi bu arada alti acilmaya musait kututunun dikkat edin  tangir tangir koca merdiven asagi yuvarlandi Kirilsin ama artik su ses cikmasin dedim hic bir sey olmadi  Urun saglam Plastikleri bile

Baska ne denebilir ki Temizlemesi zor Muhtemelen yontemleri vardir ben bilemiyorum 

Fiyati olarak gayet iyi ancak iyi bir sey ariyorsaniz baska bir sey bakin derim",Tarafsız
urun hataliydi kosulsuz sartsiz degistirdiler,Tarafsız
Fiyatina gore iyi ancak biraz yavas,Olumsuz
Malzeme kalitesi guzel calistigini gosteren bir isigi yok o kotu,Tarafsız
"Sadece nescafe gold koyarak  cesit kahve yapiyor cok hizli ve pratik
kullanmasi  Lezzetleri birbirinden farkli ve beklentiniz cok yuksek
degilse kahve gurmesi falan degilseniz sizi tatmin eder",Olumlu
degisim ve iade kesinlikle yapmiyor ve kaba bir adam,Olumsuz
Ayni mousten bende kullaniyorum normal kullanim icin cok guzel ancak oyun mouse olmasina ragmen oyun oynatmayan bir urun sikayetim sol click basili tuttugunda cogunlukla  kez click oluyor internetten arastirdim Everest firmasinin yaptigi urunlerin  icin ayni sorunlar olustugunu fark ettim burdan da size uyari yapayim oyun icin almayin pismanliktir,Olumsuz
Henuz kullanmadim videolara ve yorumlara bakarak aldim Kargolama hizi cok iyiydi Guvenerek alabilirsiniz Tesekkurler,Olumlu
Fiber Kablosunun Girsi Yok Fiber diye satiliyor Ama Fiber Girisi Yok Onun Icin Ayri adapter Alinmasi gerekiyormus iade ettim,Olumsuz
Urun gayet kullanisli bir sorun ile karsilasmadik,Olumlu
iyi satici urun cok sesli calisiyor izolasyon sifir,Olumsuz
Olumsuz yonleri Daha  sayfa fotokopi alamadan sayfalar silik cikmaya basladi Bir oncekinde de ayni sey olmustu ancak herhalde bana denk geldi diye onemsememistim Simdi ikna oldum ve buradan baska bir urun almayacagim,Olumsuz
Bozuk geldi,Olumsuz
Bir ise yaramiyorsakin paranizi vermeyin  sene oldu urunu alali bir yil kullanmadimsadece kolisinde duruyo bende dik supurge kullaniyorumKesinlikle sac telini bile almiyo yuvarlayip birakiyortekerlekleri hicte uyumlu degil bu supurgeye cile cekiyosun birde tozlari bosaltmak icin ugrasmak lazim cunku dugme calismiyo daha dogrusu dugme bu makineye ait degil  Sakin almayin paraniz cope gider inanmazsaniz alin kendiniz test edin,Olumsuz
Bence kacirilmadan alinmasi gerekenlerden indirimli aldim cokta memnunum,Olumlu
"Urun zaten onceden dw kullandigim bi urun onceki  yil dayandi guzel
diye aynisindan bir tane daha siparis ettim cay tiryakilerine tavsiye ederim",Olumlu
urun daha bugun geldi kullanalim sonra,Tarafsız
Urun de sorun yok da Horoz Lojistik bugune dek gordugum en berbat firmaydi Hem Hepsiburada hem de InceHesap firmalarinin Horoz lojistikle calismasalari hayal kirikligi oldu ABDden aldigim urun bir haftada elimdeydi bu urun Istanbuldan Ankaraya  gune ancak gelebildi O da ancak herkesi  kez aramam sayesinde oldu Bu yuzden Horoz lojistikle calisan firmalardan alisveris yaparken bir kez daha dusunun derim Resmen stres yaptilar,Olumsuz
Guzel  alin,Olumlu
guzel ve kullanisli,Tarafsız
Urun eksik geldi Davlumbazin led lambalari yok fisinin prize takilan kismi yok Teknik servis led lambalarinin ellerinde olmadigini siparis verdiklerini soylediler Bekliyoruz insallah gelir,Olumsuz
Buzdolabina koyarsaniz yazinserinletici olarak kullanabilirsinizbaska bir etkisifaydasi yok,Olumsuz
sesi iyi cikmiyor telefona bagliyken sesi az cikiyor yani ben hata yaptim siz yapmayin,Olumsuz
alltan isik aliyor ama fiyatina gore olmasi dogal,Tarafsız
Makinemizden cok memnunum temiz ve neredeyse kuru cikariyo denildigi kadr sessiz degil ama perde programi yok diger kullanicilar hangi programda yikiyor acaba,Tarafsız
Kesinlikle almayin  ay kullandim esanjor tikandi suyundan oldugunu soyleyip   para istediler mahalledeki degisik marka kombilerde hicbisey yok sadece bizim bos kombi de,Olumsuz
Servis xizmeti lazim,Olumlu
kirik ezik urunun nesini begeneyim,Olumsuz
Urun cok cabuk elime ulasti ve kondisyonunu begendim Tek sorun icinden fatura cikmamasi,Olumlu
Ekran arkasindaki led yanmiyor,Olumsuz
cok guzel,Olumlu
Eski bir vaillant kombi kullanicisi olarak  ay once baymak duotec compact taktirdim eski kombimde sicak suyu actigimda aninda sicak su akardi bu kombide ise suyun sicakligini en yuksek dereceye cikarsaniz bile sabitleme olmadigi icin en dusuk seviyeye inip tekrar yukselene kadar bir kova su bosa gidiyor kalorifer dereceside sabitlenmiyor tek iyi yani sessiz olmasi eski kombim sesliydi ama bu kombim onun tirnagi olamazBenim icin ozellikle mutfakta sicak suyun isinmasini beklemek bir zulme donustu bu yuzden hic sevmedimEski kombimde sicak suyuda kalorifer derecesini ayarlar bir daha hic dokunmazdim bu beni cildirtti,Olumsuz
 aydir kullaniyorum gercekten cok memnun  kaldim utu denilince akla ilk gelen marka,Olumlu
Hic iyi degil felaket ses cikariyor emis gucu de kotu aksesuar niyetine takili duruyor,Olumsuz
Tam olarak bi onemi varmi bilmiyorum ancak urun  uretim yilina ait kargo ve teslimat hizli,Tarafsız
Kesinlikle onermem Kapagi her kapattigimda neredeyse sorun cikariyor ve adeta beni delirtiyorkapakla ve cam haznenin oturmasi cok sayida deneme yapinca veya icindeki malzemeyi epey azaltirsam mumkun olabiliyir Bence muhendislik hatasi var,Olumsuz
Elime gelen urun kullanilmis bir urundur Icinde kalan su sarildigi posete akmis Dis kutusu parcalanmis Kenarlarin ya plastik yuzulmus Tabaninda da belirgin cizikler var Verdigim para bosa gitti,Olumsuz
 haftadir kullaniyorum ve begenmedigimi soyleyebilirim cunku disariya cok ses veriyor,Olumsuz
Uydu alicisi disinda hicbir fonksiyonu calismiyor Aldiktan bir ay sonra arizalandi Tunceri bozulmus dediler Ankaraya gonderdim  TL civarinda masraf cikti Odedim Degisti Sorun cozuldu Ama bu kez bisskeyler calismamaya basladi Yani demek istedigim suServisi yaygin olmayan urunu almayin,Olumsuz
memnunum iki tane aldim ,Olumlu
Almaz olaydim dedigim  Daha ilk yilinda ariza ustune ariza veren motoru sensoru degisen hala arizali artik gerisinde aziz anlayin Ne yerli ne yersiz,Olumsuz
Aslinda memnun kaldigim bir urun fakat sarji anlik olarak bitiyordu Bir vatandas yazmis tam kapanirken logo cikinca sarja takarsaniz kapaliyken sarj oluyor oyle sarj edince gene  dakika video ceker oldu Asil guzellik  kusur gram oldugundan bant vasitasiyla ucuz dronelara monte edebilirsiniz tasiyor O dronelarin kamerasindan da iyi cekiyor Kisacasi is goren bir cihaz,Tarafsız
vasat usb  bellek okuma ve yazma dusuk buyuk dosya verileri aktarma icin yetersiz daha hizli usb  bellek almanizi oneririm,Tarafsız
Markaya guvenip aldim ama iscilik kotu Kol kismini dandik yapmislar   ay sonra kirildi Isitma sistemi de   ay sonra bozuldu,Olumsuz
Basarili bir elektrik supurgesi Alacaklar pahali markalar ile kafasini karistirmasin,Olumlu
TV COK IYI GORUNUYOR EVIN ICINDE SINEMA GIBI,Tarafsız
Supurgenin emisi super halida toz namina hic bir sey birakmiyor ancak  aksesuarlar plastik degil naylon aldigim gun bozuldu servise goturdum degistirdiler ve yine bozuldu suan ise aksesuarkar sadece bir kere degisime tabi oldugu icin degistirmiyorlarmis,Olumsuz
Olumsuz yonleri Insanlik tarihinin en rezil kargo firmasi HOROZ KARGO Sakin bu firmayla calismayin Saticida bir o kadar ilgisiz ve alakasiz  ay sonunda elime ulasti urun Kesinlikle tavsiye etmiyorum,Olumsuz
idare eder kullaninca gorecegiz,Olumsuz
Hayir begenmedim ama calismasi eh iste,Olumsuz
cok guzel cok begendim,Olumlu
ilk defa media markt tan urun alacagim kac gun icerisinde gelecegini ve urunun nasil olacagini urun geldikten sonra yorumda bildirecegim,Tarafsız
bahali ve markali almaya gerek yok gayetguzel urun,Olumlu
Orta dereceli bir urunfiyatina gore anca bu kadar,Tarafsız
"Hayal kirikligi evde cope atilma gununu bekliyorModa tasarimi mezunu
kardesim bile cozemedi  ip topluyor sebepsiz birde aldigim
kumaslari berbat etti",Olumsuz
"kesinlikle  tl daha verin orijinal samsung alin
temas eder etmez sars basliyor 
Bu urunde ise  deneme yanilmalarla sinir oluyor insan",Olumsuz
Kesinlikle almayin bu firmadan cakma urun cin mali ucuz urunlerden,Olumsuz
cok iyi,Olumlu
urune diyecek birsey yok ama kargo tam  haftada  gunde geldi tebrik ediyorum kargo firmasini,Olumlu
Bekledigimden cok daha guzel kullanisli Arzum dan bekledigim kalitede bir urun Kesinlikle tavsiye ederim,Olumlu
Cok guzel bir urun ama tek kusuru haznenin cikmamasi o yuzden almayi dusunmuyorum,Tarafsız
Benim makinem samsung  cok  memnunum ama uzun zamandir  yumusatici yi  koyuyorum ama deterjani alirken yumusaticiyida aliyor bu yuzdende yumusatici kokusu kalmiyor sebebi neden kaynaklaniyor acaba,Olumlu
"gayet guzel sadece kare tepsi kenarlara surterek giriyor tam ayarini
tutturmak zorluyor   tepsiyi ayni anda pisirmesi de cok iyi
yorumlardan acaba cizik gelir mi diye korkmustum ancak hic bir sorunu
olmadan geldi",Olumlu
Urun cok guzel ,Olumlu
Guzel bir urun umarim uzun sure kullanilabilir,Olumlu
bu urunu arkadasimin tavsiyesi uzerine almistim simdi urunu tekrar talep edip aliyorum ben memmunum daha oncede kullanmistim hosuma gidiyor begeniyorum aldim,Tarafsız
Cayciyi kullandikca cok buyuk hata ettigimizi anliyorum suyu kaynatmasi sirasinda gurultuden durulmuyor bazen kaynamadan dugmesi atiyor bazen surekli kayniyor biz kapatiyoruz ayar tutmuyor gorunusu malzemesi kaliteli hakkini yememek lazim,Olumsuz
Guzel urun guclu cekisi var,Olumlu
Diyet yapan ve saglikli beslenenler icin cok uyumlu olacagina eminim degisik icecekler denemek icin kullanisli Buz kiriyor bu konudan dusunenler icin alinabilir sorun yasanmaz,Olumlu
Urunde sorun cikti Samsung servis alacak Faturaya ihtiyacim var Faturami gonderin lutfen,Olumsuz
Cok guzel memnunum,Olumlu
Evet begendim insallah ilerde sikinti olmaz,Tarafsız
"gelir mi gelmez mi diye dusunmeyin akliniza bisey mi takildi sorun
cevapliyorlar guvenebilirsiniz sikinti yok masallah kolay gelsin hayirli isler",Olumlu
Urun harika gercekten anlatildigi gibi,Olumlu
Acil telefon ihtiyaci ve kisitli butce yuzunden aldim  GB telefon ilk basta sorun gibi gorunmese de zamanla dolacak ve sorun olacak Hafiza karti ile de belli bir yere kadar cozebilirsiniz bu durumu Sarji iyi geldi ama telefonu sadece  gun kullandim onu da goz onunde bulundurun,Tarafsız
Gayet basarili Kullanip test ettim Beklentimin ustune urun,Olumlu
Fiyatina gore iyi kalite,Tarafsız
Philips in en kullanisli caycisi diyebilirim Fiyat performans acisindan basarili Ayrica ustteki cam demlik kirilsa yenisini bulmakta oldukca kolay Bu modelin yedek parcasi oldukca yaygin,Olumlu
efsane gunler indirimiyle annem icin  aldim bir farkli modeli ise evimde kullaniyorum benimkine gore daha sessiz calisiyor urun ozenle paketlenmis ve hizlica elimize ulasti basarili satici tesekkurler,Olumlu
"Merhaba ben  ve ustu mAh  powerbank lara bakiyordum Kafamdaki soru isaretlerine ragmen bu urunu yorumlara ve fiyatina bakarak aldim Ama hakli ciktim Bir kere cihaz cok uzun surede sarj oluyorSamsung S kullaniyorum Telefonu   kere tam dolduramiyor Ayrica telefonu tam dolu hale getirmesi  yaklasik  saat suruyor Kisaca urun bence vasatDaha guclu diger markalara bakmak daha mantikli olur
Saygilar",Tarafsız
Microsoft mouse neticesinde iyi yani,Tarafsız
" adet aldim Her ikisinde de Baglanti kopma problemi var Uyduruk mal
Bilinen markalardan sasmayin Bos yere para vermeyin buna",Olumsuz
Telefonu aldikSarj esnasinda telefonun arka ust tarafi elinizi yakacak derecede isiniyorduKutu acilmis olmasina ragmen iade edebilirsiniz denildiCok hizli bir iade islemi gerceklestirdilerCumartesi telefon ellerine gectiPazartesi para bankada gorunduamazzonu kesinlikle tavsiye ederimSimdi yine amazzondan xaiomi bir telefon siparis ettim umarim bu sorunsuz olur,Tarafsız
Cokmemlunum,Olumlu
Hayir paketi cok ozensiz ve urun hasarli idi,Olumsuz
Olumlu yonleri Cok pahali urune gerek Yok olabiliecegii cekis gucunun iyi olmasi bununda haliyi yerden kaldiriyo o kadar iyifitirmaya col tesekkur ederim  saat gecmeden urunu aldim,Olumlu
Urun kaliteli ancak dogru video bulamadigimdan verim alamadim,Tarafsız
Kullanisli ve Guzel Bir UrunTavsiye Ederim,Olumlu
Sik ve alimli gorunusu olan internet servis saglayici ile baglanti sorunu yasatmayan fakat kablosuz kapsama alani biraz dar olan bir modem cihazidir Eski modemimden   daha dar bir kapsama alanina sahip olup araya bir kac duvar girdiginde cekim gucu ve iletisim kalitesi hatiri sayilir olcude dusmektedir  Bu durum kendisi icin sorun teskil edenlere bunun bir ust modeli olan WAGN ve yukarisi modelleri almalarini tavsiye ederim Ayrica yeni firmware yazilimini sitesinden indirip guncelleme yapmanizi da siddetle oneririm  Bunun icin ANNEX A olanini indirip yukleyeceksiniz ANNEX B Turkiyeye uymaz,Tarafsız
guzel ama hatla arama yapamiyoruz,Tarafsız
Bildigim bir urun umarim sorunsuz kullanmaya devam ederim,Olumlu
urunu  haftadir kullaniyorumhenuz sivilcelerim gecmedi ama erken tabiurun kopurmuyorilk defa kopurmeyen jel kullaniyorumyadirgadimgerci iyi bir ozellik de olabiliryumusak yapiyor cildimi ve matlastiriyorbunlar da artilari,Tarafsız
hepa filitresini bulursaniz kullanirsiniz Firma yedekparca saglayamiyorBende alirken iyi dusunun,Olumsuz
idare eder ,Olumsuz
urun cok gec geldi paket korumasi yeterli degildi acma kapama butonu yerinden cikmisti ben taktim,Olumsuz
Cok hizli teslimat kucuk ama performansli makina,Olumlu
bekledigim gibi degil ses yeterli degil,Tarafsız
daha uzun uzun kullanamadigim icin sarj suresini bilmiyorum fakat sesinden oldukca memnun kaldigimi soyleyebilirim,Tarafsız
Buhar verme konusunda biraz yetersiz Ama fiyatina gore iyi Bi urun ,Tarafsız
Bu firinda pogoca ve kekyaptim ici guzel pismiyor altini ustunu yakiyor nasil kullanmaliyim,Tarafsız
Malzeme kalitesi yorumlarda kotu olarak bahsedilmisti inanmayip soyledik ama gercekten kotuymus  ama kucucuk boyuyla buyuk temizlikler yapan bir makine memnunum,Olumlu
"Recete adli kullanicidan aldim Siparis verdigimin uzerinden  saat gecmeden elimdeydi Tesekkurler
Yorumlar cok iyi olunca denemek istedim ciddi yagli bir cildim var Bende cok etkili de olmadi soymayi birakin kurutmadi bile Ama piyasada denedigim bir cok tonige gore yine daha iyi En azindan  bir sure temiz kalmasini sagliyor",Tarafsız
paket acilmisti ozenli degildi,Olumsuz
Makina fiyat ve ozellik bakimindan gayet iyiama yaninda canta sd kart gonderseydiniz gayet iyi olacakti,Tarafsız
Urun cok kaliteli tavsiye ederim,Olumlu
Guzel gorundugu gibi geldi,Olumlu
Montaj icin gelindiginde degerlendirecegim,Olumlu
Fiyatinin urunu hakkini veriyor,Olumlu
tefal sahane hizli gonderi sorunsuz,Olumlu
Urunu yorumlara bakarak aldim fakat yorumlarla olusan beklentimin altinda bir urun geldi Bence biraz sesli ve cekis gucu cok basarili degil Yaklasik  metrekare tuvalet icin  luk modelini aldim Tavsiyem daha buyuk modelleri tercih edin,Olumsuz
asiri yavas  cihabayti  dakikada kopyalamayadim,Olumsuz
 cayci guzel ama kapagi  kapatinca cikarmak Icin resmen bicak kullaniyorum gecen gun yakacaktim kendimi ,Olumsuz
siparisim  gun icinde ulasti oncelikle tesekkurler ufak bir tavsiye mini firina gore biraz buyuk ancak bu oldukca isimize geldi yeni kullanmaya baslamis olmamiz ragmen bizi memnun etti,Olumlu
cekim gucu iyi temizligide kolay fakat boru kismi daha iyi bekliyordum cok kaliteli degil hemen bukuluyor ve birlesim borusu supururken surekli cikiyor birde toz haznesinin konuldugu yerden fena hava cikisi var onu daha farkli yapabilirlerdi onun disinda dedigim gibi cekim gucu iyi,Tarafsız
Bazaar adli kullanicidan satin aldim Dedigi surede kargoya verdi ertesi gun teslim edildi Teslim sonrasindaki gun de montaji yapildi Teknik servisi arcelik ve beko ya bakan servis  yil garantisi var Makinenin icinden  tablet ve  de partlatici cikiyor Calisirken sesi normalin uzerinde ama cok buyuk sorun teskil etmiyor  programlisi ile bunun arasinda kalmistim bunu aldim Tablet deterjan kullanacaksaniz tuz kullanmaniza gerek kalmiyor,Olumlu
Hic hizli kargo falan degil yaklasik  gun oldu siparis vereli halen urun gelmedi,Tarafsız
kisa sureli kullanimlar icin araba vs evde ince tozlarin alinmasi icin uygun urun malzeme kalitesi cok saglam ancak  saat sarj suresi  dakika kullanim icin cok fazla bu urun diger bircok urune gore daha iyi cok guclu bir cekme beklemeyin,Tarafsız
cocuklar icin aldimIse yariyor,Olumlu
Kutusuz yani Bulk oldugunu belirtmemelerine ragmen kutusuz geldi ne bir kartin ne kopuk Sadece havali posete sarip gondermisler Tam anlami ile hayalkirikligi,Olumsuz
"Olumlu yonleri Daha once  watt olani kullandim Cok guclu ve cok sesliydi zaman icinde her yeri kirilinca yenilemek gerekti ve yerine daha dusuk guclu olmasina ragmen bunu aldim Watt degeri dusuk olmasina ragmen emis gucu cok iyi ustelik sesi de belirgin olarak daha azSeramik laminat mermer gibi duz yuzeyleri cok iyi supuruyor

Olumsuz yonleri Supurme basliginin altina monte edilmis olan ve suruklemeyi kolaylastiran minik tekerlekler cok kucuk oldugundan yere cok yapisiyor Bu sebeple halida cok zorlaniyorum ozellikle kilim ve paspaslari kesinlikle bununla supuremiyorum Bence sirketin arge bolumu cok ciddi bir hata yapmis duzgun olan basligi uretip bu supurgeyi alan tum musterilerine ucretsiz ulastirmalari gerekir Hali ve kilim supuremeyen supurge ne kadar ise yarayabilir",Olumlu
Urun Tam istedigim gibi degil kapagi metal olmaliydi,Tarafsız
Paketleme berbat,Tarafsız
"Cok kaliteli bir urun beklemeyin Goruntusu guzel yemek buharlarini
cekiyor Is gorecek bir urun",Tarafsız
Olumlu yonleri Gercekten bir elektrik supurgesinden beklediginiz herseyi karsilayan bir urunemis gucu ve kullanim kolayligi size keyifli temizlik sunuyorpahali diger markalarla esdeger bir urun tesekkurlerayrica urun zamaninda elimizde oldu guvenli alisverisin adresi,Olumlu
Kullanisli ve saglam,Olumlu
ben kullandim fiyat performans urunu bence bu fiyata alinabilecek olanin iyisi,Tarafsız
evet begendim anlatildigi gibi,Olumlu
Lensleri iyi degil ve burnu rahatsiz ediyor,Olumsuz
"Bu kadar ince uzun bir kutuda gecme taban kullanilmamasi gerek Taban
ilk esnediginde icindeki duser bu da dustu",Olumsuz
"Urun orjinal degilseri numarasi daha once  bin kez sorgulama
yapismisilgili satici her zamanki gibi berbat aras kargotesekkurler",Olumsuz
fazla ozelligi yok,Olumsuz
Kaliteli  iyi,Olumlu
Urunu cok uygun bir fiyata aldim Cok hizli teslim edildi Hem tost hem de izgara icin uygun guzel bir urun,Olumlu
Tasarimini yapan ekibin icindeydim urun fiyata Gore iyi,Olumlu
"piyasada  lira civarina satilan modemi burada  lira civarina
satiyorhatta  hafta once baska yerde  liraya bile satiliyordu cok pahali",Olumsuz
dedem goremiyor sesli kitap dinlemesi icin almistim sesli kitaplari yukledim ama urun calismiyor sesi acilip kisilamiyor inanilmaz sinirimi bozdu,Olumsuz
Anneme hediye aldim Maalesef senligi damlatiyordu Cok ugrastik sonunda bir sekilde degistirebildik,Tarafsız
performansi gayet basarili fiyatini fazlasiyla hak ediyor,Olumlu
Kullanimi gayet guzel fakat cizilmelere karsi dayanikli degil galiba Havaalani gecisinde kolumdan cikarip mont cebine koydum Bir kac bozuk para da vardimetal kadran boyasinda cizilme oldu Ilk koymada boyle olurs birkac kezden sonra ne olur bilmem,Olumsuz
"urun portakal ve mandalina sikarken posasi sulu kaliyor fiyatina gore
fena degil motor sesi normal ve cok guclu",Tarafsız
Urun cok iyi  yildiz veriyorum ama Surat kargo ile kargo suresi coook uzun,Olumsuz
cok cok hizli kargo uygun fiyat kaliteli urun tesekkurler,Olumlu
Cekim kuvveti inanilmaz guzel ,Olumlu
Hizli ve cok ozenli kargo cok tesekkur ederim Urunun sadece calisip calismadigini kontrol ettim ses cok yok bu hosuma gitti,Olumlu
icin de cay filtresi olsa iyi di cikmadi,Olumlu
Sessiz ve cok kullanisli baska bir markanin almistim o cok ses cikariyordu bu guzel ve dayanikli,Olumlu
Olumlu yonleri Kaliteli ve kullanisli urun oldugu icin aldim,Olumlu
"urun guzel gorunumlu Ama teknoloji goruntuyle olmuyor iste dedirten Bir cihaz kabina koyunca ses yok cikarsan ruzgar sesibisiklet icin soyluyorum 
ben bunu su altinda kullanirim derseniz azcik gunes isigi kaybolsun zifir karanlik oluyor ve goruntu hizi dusunuyor pratik mi pratik aparatlari on numara ama kamera bos",Olumsuz
eger yuksek isili bir fon makinesiyle kullanacaksaniztelleri dayanikli degil tavsiye etmem ama normal tarama icin ise rahatlikla siparis verebilirsiniz iyi bir tarak,Olumsuz
Urun basarili plastik kismi dikkatli kullanilmasi gerekli ancak kargoya bir gun gec verildi,Tarafsız
